locality,state,postcode,count
Sydenham,VIC,3037,4725
Redlynch,QLD,4870,4716
Kyneton,VIC,3444,4715
Kenmore,QLD,4069,4714
Palmview,QLD,4553,4714
Ettalong Beach,NSW,2257,4713
Warnbro,WA,6169,4712
Torquay,QLD,4655,4707
Springwood,NSW,2777,4703
Teneriffe,QLD,4005,4703
Claremont,TAS,7011,4700
Heidelberg,VIC,3084,4699
Healesville,VIC,3777,4697
Menai,NSW,2234,4686
South West Rocks,NSW,2431,4686
Heidelberg West,VIC,3081,4682
Beckenham,WA,6107,4681
Hughesdale,VIC,3166,4680
Glenvale,QLD,4350,4680
Kardinya,WA,6163,4674
Cammeray,NSW,2062,4670
Lakes Entrance,VIC,3909,4670
Cooma,NSW,2630,4662
Bellbird Park,QLD,4300,4655
Goodna,QLD,4300,4652
Leumeah,NSW,2560,4651
Macleay Island,QLD,4184,4643
Capel Sound,VIC,3940,4640
Stirling,WA,6021,4635
Griffith,ACT,2603,4632
Parkinson,QLD,4115,4601
Belrose,NSW,2085,4596
Ngunnawal,ACT,2913,4595
Heathmont,VIC,3135,4593
Kelso,QLD,4815,4588
Box Hill South,VIC,3128,4574
Rothwell,QLD,4022,4573
Corowa,NSW,2646,4566
Cootamundra,NSW,2590,4558
Fairy Meadow,NSW,2519,4555
Wishart,QLD,4122,4555
Gorokan,NSW,2263,4553
Canley Vale,NSW,2166,4548
Seymour,VIC,3660,4547
Rangeville,QLD,4350,4547
Victor Harbor,SA,5211,4547
Salisbury East,SA,5109,4536
Collie,WA,6225,4533
Secret Harbour,WA,6173,4531
Durack,QLD,4077,4529
Warwick Farm,NSW,2170,4521
Green Valley,NSW,2168,4514
Underwood,QLD,4119,4511
Bibra Lake,WA,6163,4508
Gregory Hills,NSW,2557,4505
Strathalbyn,SA,5255,4505
Carlisle,WA,6101,4502
Highfields,QLD,4352,4499
Peregian Springs,QLD,4573,4496
Berserker,QLD,4701,4494
Findon,SA,5023,4493
Glenelg North,SA,5045,4493
North Rocks,NSW,2151,4487
Cameron Park,NSW,2285,4481
Hunters Hill,NSW,2110,4469
Gatton,QLD,4343,4469
Kewdale,WA,6105,4467
Cobram,VIC,3644,4461
Nuriootpa,SA,5355,4451
Golden Beach,QLD,4551,4447
Blairgowrie,VIC,3942,4445
Greenwood,WA,6024,4441
Kialla,VIC,3631,4440
Kyabram,VIC,3620,4437
Athelstone,SA,5076,4437
Ascot,QLD,4007,4423
Beecroft,NSW,2119,4419
Regents Park,QLD,4118,4410
Knoxfield,VIC,3180,4409
Kurunjang,VIC,3337,4407
Corrimal,NSW,2518,4406
Alexandra Headland,QLD,4572,4406
Frenchville,QLD,4701,4397
North Richmond,NSW,2754,4396
Rosanna,VIC,3084,4396
Bella Vista,NSW,2153,4394
Thornleigh,NSW,2120,4391
Dalyellup,WA,6230,4381
Auchenflower,QLD,4066,4380
Bunbury,WA,6230,4376
Falcon,WA,6210,4373
Leeming,WA,6149,4372
Wilsonton,QLD,4350,4370
Townsville City,QLD,4810,4369
Heidelberg Heights,VIC,3081,4368
Harrisdale,WA,6112,4368
Naracoorte,SA,5271,4363
Cooranbong,NSW,2265,4359
Clifton Springs,VIC,3222,4357
Coopers Plains,QLD,4108,4349
Holland Park,QLD,4121,4349
Emu Plains,NSW,2750,4347
North Tamworth,NSW,2340,4344
Mount Pleasant,WA,6153,4343
Brookfield,VIC,3338,4340
Mount Evelyn,VIC,3796,4339
Toronto,NSW,2283,4337
Harrington Park,NSW,2567,4332
Craigmore,SA,5114,4331
Jordan Springs,NSW,2747,4327
Ulverstone,TAS,7315,4327
Pooraka,SA,5095,4326
Collingwood Park,QLD,4301,4324
Glenelg,SA,5045,4324
West Lakes,SA,5021,4322
Collaroy,NSW,2097,4316
Fairfield,VIC,3078,4315
Sorrento,VIC,3943,4310
Browns Plains,QLD,4118,4310
Keilor Downs,VIC,3038,4305
Mount Annan,NSW,2567,4302
Meadowbank,NSW,2114,4300
Highgate Hill,QLD,4101,4299
Greenwith,SA,5125,4297
Chapel Hill,QLD,4069,4296
Mount Louisa,QLD,4814,4292
Fairfield West,NSW,2165,4289
Anglesea,VIC,3230,4287
Taigum,QLD,4018,4287
Berkeley Vale,NSW,2261,4284
Canley Heights,NSW,2166,4282
Flagstaff Hill,SA,5159,4276
Cardiff,NSW,2285,4273
South Tamworth,NSW,2340,4269
Jimboomba,QLD,4280,4265
Glen Innes,NSW,2370,4256
Wonthaggi,VIC,3995,4255
Waterford West,QLD,4133,4253
Bomaderry,NSW,2541,4248
Glenfield,NSW,2167,4230
Molendinar,QLD,4214,4228
Cornubia,QLD,4130,4226
East Fremantle,WA,6158,4223
Albert Park,VIC,3206,4222
Richmond,NSW,2753,4221
Bonbeach,VIC,3196,4221
Pelican Waters,QLD,4551,4221
Whyalla Norrie,SA,5608,4220
Girrawheen,WA,6064,4217
Goondiwindi,QLD,4390,4215
Merimbula,NSW,2548,4213
Rochedale,QLD,4123,4204
Bray Park,QLD,4500,4203
Seville Grove,WA,6112,4203
Wentworth Falls,NSW,2782,4200
Eaton,WA,6232,4199
Tumut,NSW,2720,4197
Hamlyn Terrace,NSW,2259,4187
Ripley,QLD,4306,4185
Karabar,ACT,2620,4184
Mittagong,NSW,2575,4181
Rydalmere,NSW,2116,4179
Lilyfield,NSW,2040,4176
Woolgoolga,NSW,2456,4176
Sherwood,QLD,4075,4172
Carina Heights,QLD,4152,4169
Shell Cove,NSW,2529,4168
Balaclava,VIC,3183,4168
Norwest,NSW,2153,4165
Ashburton,VIC,3147,4158
Point Lonsdale,VIC,3225,4158
Mansfield,VIC,3722,4156
Mount Hawthorn,WA,6016,4155
Spring Farm,NSW,2570,4142
Aintree,VIC,3336,4142
Leongatha,VIC,3953,4139
Norman Park,QLD,4170,4139
Dudley Park,WA,6210,4136
Bass Hill,NSW,2197,4131
Ringwood North,VIC,3134,4128
Cannon Hill,QLD,4170,4128
Kirribilli,NSW,2061,4122
Manunda,QLD,4870,4122
Strathmore,VIC,3041,4118
Mansfield,QLD,4122,4117
Golden Beach,VIC,3851,4114
Rostrevor,SA,5073,4113
Darley,VIC,3340,4111
Pialba,QLD,4655,4111
Salamander Bay,NSW,2317,4108
Lutwyche,QLD,4030,4108
Whyalla Stuart,SA,5608,4104
Canterbury,VIC,3126,4102
Bronte,NSW,2024,4101
Blackheath,NSW,2785,4100
Alderley,QLD,4051,4100
Lawnton,QLD,4501,4098
Banksia Beach,QLD,4507,4097
Ashwood,VIC,3147,4096
Algester,QLD,4115,4092
Meadow Springs,WA,6210,4090
Patterson Lakes,VIC,3197,4088
Kalamunda,WA,6076,4073
Bethania,QLD,4205,4070
Adamstown,NSW,2289,4059
Yass,NSW,2582,4059
Smithfield,QLD,4878,4059
Marangaroo,WA,6064,4054
Milton,QLD,4064,4053
Wauchope,NSW,2446,4050
Jamisontown,NSW,2750,4050
Googong,ACT,2620,4046
Diggers Rest,VIC,3427,4037
Port Fairy,VIC,3284,4027
Unanderra,NSW,2526,4019
Lurnea,NSW,2170,4012
South Grafton,NSW,2460,4009
Andrews Farm,SA,5114,4007
Wynyard,TAS,7325,4007
Pendle Hill,NSW,2145,4006
North Albury,NSW,2640,4006
Edgeworth,NSW,2285,4001
Kooringal,NSW,2650,3998
Bradbury,NSW,2560,3997
Somerton Park,SA,5044,3996
Modbury,SA,5092,3996
Oak Flats,NSW,2529,3995
Blakeview,SA,5114,3995
Manoora,QLD,4870,3991
Toowoomba City,QLD,4350,3990
Petrie,QLD,4502,3990
New Town,TAS,7008,3984
Brendale,QLD,4500,3981
Woodvale,WA,6026,3981
Dural,NSW,2158,3974
Newborough,VIC,3825,3974
Williams Landing,VIC,3027,3965
Bicton,WA,6157,3961
Jerrabomberra,NSW,2619,3959
Albion Park Rail,NSW,2527,3951
Sussex Inlet,NSW,2540,3950
Beechboro,WA,6063,3948
Stawell,VIC,3380,3942
South Mackay,QLD,4740,3939
Queanbeyan East,ACT,2620,3938
Allawah,NSW,2218,3936
Leura,NSW,2780,3934
West Tamworth,NSW,2340,3933
North Mackay,QLD,4740,3931
Narara,NSW,2250,3929
Swan View,WA,6056,3918
Riverside,TAS,7250,3908
Thornhill Park,VIC,3335,3905
Warilla,NSW,2528,3903
Padbury,WA,6025,3902
Alphington,VIC,3078,3898
Toormina,NSW,2452,3895
Jindabyne,NSW,2627,3893
Pottsville,NSW,2489,3889
Christies Beach,SA,5165,3886
Bundall,QLD,4217,3885
Beerwah,QLD,4519,3884
Carlton North,VIC,3054,3883
Newman,WA,6753,3879
Safety Bay,WA,6169,3878
Cromer,NSW,2099,3877
Winter Valley,VIC,3358,3876
Malaga,WA,6090,3871
Mount Sheridan,QLD,4868,3870
Scone,NSW,2337,3869
Caloundra West,QLD,4551,3867
Alstonville,NSW,2477,3866
East Ballina,NSW,2478,3866
Strathtulloh,VIC,3338,3866
Berkeley,NSW,2506,3865
Paradise,SA,5075,3865
Holland Park West,QLD,4121,3851
Salisbury,QLD,4107,3848
Hillcrest,QLD,4118,3847
Boronia Heights,QLD,4124,3846
Bonnyrigg,NSW,2177,3840
Mount Pritchard,NSW,2170,3836
Darling Point,NSW,2027,3834
Manly Vale,NSW,2093,3832
Derrimut,VIC,3026,3832
Klemzig,SA,5087,3826
Stanthorpe,QLD,4380,3817
Westminster,WA,6061,3816
Rockbank,VIC,3335,3812
Tweed Heads West,NSW,2485,3810
Moonah,TAS,7009,3806
Ballarat East,VIC,3350,3804
Blackmans Bay,TAS,7052,3804
Yangebup,WA,6164,3797
East Albury,NSW,2640,3796
East Toowoomba,QLD,4350,3796
Parkwood,QLD,4214,3795
Singleton,NSW,2330,3794
Gordonvale,QLD,4865,3783
Morisset,NSW,2264,3780
Willoughby,NSW,2068,3779
Middle Ridge,QLD,4350,3776
Palmwoods,QLD,4555,3774
Oakleigh East,VIC,3166,3773
Beeliar,WA,6164,3771
South Windsor,NSW,2756,3769
Melton West,VIC,3337,3766
Albion,QLD,4010,3766
Keperra,QLD,4054,3766
Quinns Rocks,WA,6030,3763
Asquith,NSW,2077,3760
Bentley Park,QLD,4869,3755
Wynn Vale,SA,5127,3755
Edithvale,VIC,3196,3753
Ormiston,QLD,4160,3753
Southside,QLD,4570,3752
Henley Beach,SA,5022,3745
Denham Court,NSW,2565,3742
Banyo,QLD,4014,3740
Northgate,QLD,4013,3737
Oak Park,VIC,3046,3736
Wakerley,QLD,4154,3736
Bruce,ACT,2617,3735
Joondanna,WA,6060,3733
Wyong,NSW,2259,3721
Black Rock,VIC,3193,3719
Kennington,VIC,3550,3718
Fairlight,NSW,2094,3712
Hillsdale,NSW,2036,3710
Tahmoor,NSW,2573,3709
Queens Park,WA,6107,3709
Horsley,NSW,2530,3707
Millicent,SA,5280,3707
Flagstone,QLD,4280,3702
Aspendale,VIC,3195,3700
Broome,WA,6725,3697
Bull Creek,WA,6149,3694
Clifton Hill,VIC,3068,3693
Forestville,NSW,2087,3690
Pennant Hills,NSW,2120,3688
Kellyville Ridge,NSW,2155,3685
Ferny Hills,QLD,4055,3685
Gladstone Park,VIC,3043,3681
South Toowoomba,QLD,4350,3678
Drysdale,VIC,3222,3675
Woodend,VIC,3442,3670
Noranda,WA,6062,3669
Lismore,NSW,2480,3668
Kings Beach,QLD,4551,3666
Kalgoorlie,WA,6430,3661
Eastlakes,NSW,2018,3655
Hinchinbrook,NSW,2168,3654
Temora,NSW,2666,3654
Logan Central,QLD,4114,3653
Red Hill,QLD,4059,3651
Booragoon,WA,6154,3646
Hammond Park,WA,6164,3643
Swansea,NSW,2281,3639
Mooroobool,QLD,4870,3634
Floreat,WA,6014,3631
Nirimba,QLD,4551,3630
New Norfolk,TAS,7140,3630
Bundamba,QLD,4304,3629
Rockhampton City,QLD,4700,3629
Biloela,QLD,4715,3619
Irymple,VIC,3498,3616
Lithgow,NSW,2790,3615
Berala,NSW,2141,3607
Stanhope Gardens,NSW,2768,3601
Croydon North,VIC,3136,3598
Kings Langley,NSW,2147,3597
Dickson,ACT,2602,3595
Merrimac,QLD,4226,3592
Kurri Kurri,NSW,2327,3590
Hadfield,VIC,3046,3584
Wallaroo,SA,5556,3582
Hamlyn Heights,VIC,3215,3579
Davoren Park,SA,5113,3577
Westmeadows,VIC,3049,3576
West Hobart,TAS,7000,3576
Lindisfarne,TAS,7015,3572
Cable Beach,WA,6726,3571
West Mackay,QLD,4740,3567
Palm Cove,QLD,4879,3567
Inglewood,WA,6052,3560
Blaxland,NSW,2774,3558
Newport,QLD,4020,3551
Eaglehawk,VIC,3556,3549
Naremburn,NSW,2065,3547
Weir Views,VIC,3338,3547
Munno Para West,SA,5115,3542
Peregian Beach,QLD,4573,3537
Wilson,WA,6107,3537
Killarney Vale,NSW,2261,3536
Plympton,SA,5038,3536
Mitchell Park,SA,5043,3532
Sinnamon Park,QLD,4073,3530
Bega,NSW,2550,3528
Jannali,NSW,2226,3526
Ingham,QLD,4850,3522
Georges Hall,NSW,2198,3516
Coolbellup,WA,6163,3511
Tapping,WA,6065,3509
Green Point,NSW,2251,3508
Delacombe,VIC,3356,3507
Cairnlea,VIC,3023,3506
Fitzgibbon,QLD,4018,3504
Aitkenvale,QLD,4814,3503
Bald Hills,QLD,4036,3501
Burdell,QLD,4818,3500
Greenwich,NSW,2065,3487
West End,QLD,4810,3487
Colyton,NSW,2760,3486
Garbutt,QLD,4814,3477
West Leederville,WA,6007,3477
Edensor Park,NSW,2176,3476
Mcdowall,QLD,4053,3476
Villawood,NSW,2163,3474
Old Bar,NSW,2430,3474
Newnham,TAS,7248,3474
Kununurra,WA,6743,3470
Lalor Park,NSW,2147,3467
Lyneham,ACT,2602,3467
Bell Park,VIC,3215,3467
Sarina,QLD,4737,3467
Geraldton,WA,6530,3461
Port Kembla,NSW,2505,3460
Watson,ACT,2602,3456
Wanniassa,ACT,2903,3456
Kew East,VIC,3102,3454
Sorrento,WA,6020,3454
Centenary Heights,QLD,4350,3453
Mckinnon,VIC,3204,3450
East Gosford,NSW,2250,3449
Toukley,NSW,2263,3449
Edwardstown,SA,5039,3449
Mindarie,WA,6030,3446
Charlemont,VIC,3217,3445
Hamilton South,NSW,2303,3442
Telopea,NSW,2117,3440
North Fremantle,WA,6159,3438
Lenah Valley,TAS,7008,3438
Woree,QLD,4868,3436
Abbotsford,NSW,2046,3432
Huntingdale,WA,6110,3431
Hamilton,NSW,2303,3430
Chermside West,QLD,4032,3430
Elderslie,NSW,2570,3426
Westcourt,QLD,4870,3424
Daisy Hill,QLD,4127,3421
Glen Huntly,VIC,3163,3419
Geebung,QLD,4034,3418
Renmark,SA,5341,3415
Grange,SA,5022,3414
Hillvue,NSW,2340,3411
Condon,QLD,4815,3409
Narrabundah,ACT,2604,3403
Niddrie,VIC,3042,3401
Lesmurdie,WA,6076,3401
Rosemeadow,NSW,2560,3398
Narre Warren North,VIC,3804,3396
Werrington,NSW,2747,3394
North Haven,SA,5018,3394
Atwell,WA,6164,3390
Tenterfield,NSW,2372,3387
Paynesville,VIC,3880,3382
Harrison,ACT,2914,3371
South Hobart,TAS,7004,3368
Merrylands West,NSW,2160,3365
Strathfield South,NSW,2136,3363
Blackburn North,VIC,3130,3363
Harris Park,NSW,2150,3361
Moruya,NSW,2537,3359
Vincentia,NSW,2540,3357
Pallara,QLD,4110,3356
Camira,QLD,4300,3356
Currimundi,QLD,4551,3356
Erskine,WA,6210,3356
Woody Point,QLD,4019,3352
Mirrabooka,WA,6061,3349
Attadale,WA,6156,3348
Agnes Water,QLD,4677,3344
Kuraby,QLD,4112,3340
Marayong,NSW,2148,3339
Skye,VIC,3977,3339
Enfield,SA,5085,3334
Mount Colah,NSW,2079,3330
East Tamworth,NSW,2340,3330
South Wentworthville,NSW,2145,3327
Delahey,VIC,3037,3322
Spring Mountain,QLD,4300,3321
Thirroul,NSW,2515,3320
St Peters,NSW,2044,3316
Lorne,VIC,3232,3315
Hampton East,VIC,3188,3313
Maryland,NSW,2287,3311
Forest Lodge,NSW,2037,3309
Angle Vale,SA,5117,3308
Crestwood,ACT,2620,3305
Enoggera,QLD,4051,3305
Newmarket,QLD,4051,3303
Murarrie,QLD,4172,3300
Fyshwick,ACT,2609,3299
Girraween,NSW,2145,3295
Annandale,QLD,4814,3290
Noble Park North,VIC,3174,3289
Wamberal,NSW,2260,3286
Stafford Heights,QLD,4053,3281
Douglas,QLD,4814,3281
Beaconsfield,VIC,3807,3280
Caulfield,VIC,3162,3278
Kewarra Beach,QLD,4879,3278
Narrandera,NSW,2700,3273
Lightsview,SA,5085,3273
Newstead,TAS,7250,3270
Tootgarook,VIC,3941,3267
Logan Village,QLD,4207,3263
Caversham,WA,6055,3261
Wingham,NSW,2429,3257
Fulham Gardens,SA,5024,3257
Blackwater,QLD,4717,3255
Carey Park,WA,6230,3254
Port Hedland,WA,6721,3254
Gladstone Central,QLD,4680,3240
Bullsbrook,WA,6084,3240
Plumpton,NSW,2761,3236
Wangara,WA,6065,3236
Kilburn,SA,5084,3235
Warradale,SA,5046,3233
Munno Para,SA,5115,3233
Arana Hills,QLD,4054,3232
Lakelands,WA,6180,3230
East Cannington,WA,6107,3226
Tallawong,NSW,2762,3225
Corlette,NSW,2315,3222
Richlands,QLD,4077,3222
Strathdale,VIC,3550,3221
Park Avenue,QLD,4701,3220
Prospect Vale,TAS,7250,3220
Sandgate,QLD,4017,3219
Strathfieldsaye,VIC,3551,3214
Gordon,ACT,2906,3213
Corinda,QLD,4075,3213
Modbury Heights,SA,5092,3213
Narromine,NSW,2821,3211
Clarinda,VIC,3169,3211
Parkside,SA,5063,3211
West Gladstone,QLD,4680,3209
South Launceston,TAS,7249,3209
Turner,ACT,2612,3201
Lynbrook,VIC,3975,3191
Para Hills,SA,5096,3190
Tatura,VIC,3616,3189
Botanic Ridge,VIC,3977,3187
Springfield,QLD,4300,3186
Willagee,WA,6156,3184
Fairfield Heights,NSW,2165,3182
Everton Hills,QLD,4053,3178
Cambridge Park,NSW,2747,3177
Loxton,SA,5333,3171
Ocean Reef,WA,6027,3169
Lucas,VIC,3350,3164
Lyndhurst,VIC,3975,3163
Kaleen,ACT,2617,3160
Tanunda,SA,5352,3160
Loch Sport,VIC,3851,3155
Hawthorne,QLD,4171,3153
Doolandella,QLD,4077,3152
Narrogin,WA,6312,3146
Maddingley,VIC,3340,3145
Clermont,QLD,4721,3144
Bahrs Scrub,QLD,4207,3141
Clinton,QLD,4680,3141
Craigie,WA,6025,3141
Avoca Beach,NSW,2251,3135
Bundaberg North,QLD,4670,3135
Campbell,ACT,2612,3134
Wattle Grove,NSW,2173,3133
Korumburra,VIC,3950,3128
Franklin,ACT,2913,3127
Beaconsfield,QLD,4740,3127
Windsor Gardens,SA,5087,3126
St James,WA,6102,3126
Blakehurst,NSW,2221,3125
Latrobe,TAS,7307,3124
Heathridge,WA,6027,3121
Bedford,WA,6052,3118
Apollo Bay,VIC,3233,3114
Maffra,VIC,3860,3114
Salisbury Downs,SA,5108,3114
Mount Warren Park,QLD,4207,3110
Woolooware,NSW,2230,3106
Lake Cathie,NSW,2445,3105
Northbridge,NSW,2063,3104
Marcoola,QLD,4564,3103
Bungalow,QLD,4870,3092
Shoalwater,WA,6169,3092
Oaklands Park,SA,5046,3088
Warrawong,NSW,2502,3087
Melville,WA,6156,3086
Ocean Shores,NSW,2483,3084
Reedy Creek,QLD,4227,3084
Daylesford,VIC,3460,3083
Fletcher,NSW,2287,3077
Cooloongup,WA,6168,3073
Breakfast Point,NSW,2137,3070
Seddon,VIC,3011,3069
Sydney Olympic Park,NSW,2127,3066
Lambton,NSW,2299,3064
Taylor,ACT,2913,3063
Madeley,WA,6065,3060
Cooroy,QLD,4563,3058
Kings Park,VIC,3021,3056
Berri,SA,5343,3055
Brooklyn Park,SA,5032,3054
Narraweena,NSW,2099,3053
Wellington,NSW,2820,3053
Maudsland,QLD,4210,3053
Bulli,NSW,2516,3050
Allambie Heights,NSW,2100,3043
Seaforth,NSW,2092,3041
Red Cliffs,VIC,3496,3033
Pinjarra,WA,6208,3032
Picton,NSW,2571,3030
Point Vernon,QLD,4655,3029
Nanango,QLD,4615,3028
Leederville,WA,6007,3028
Highbury,SA,5089,3025
West Hoxton,NSW,2171,3024
Darra,QLD,4076,3024
Tinana,QLD,4650,3023
Highland Park,QLD,4211,3022
Upwey,VIC,3158,3018
Whittlesea,VIC,3757,3018
Manjimup,WA,6258,3015
Bellerive,TAS,7018,3015
Beaconsfield,WA,6162,3013
Newton,SA,5074,3006
Cranbrook,QLD,4814,3005
Cobar,NSW,2835,3003
Christie Downs,SA,5164,3003
North Nowra,NSW,2541,3000
Numurkah,VIC,3636,3000
Gawler East,SA,5118,3000
Unley,SA,5061,2996
Flinders,NSW,2529,2994
Lewisham,NSW,2049,2993
Valley View,SA,5093,2991
Eglinton,WA,6034,2988
Haberfield,NSW,2045,2984
Alexander Heights,WA,6064,2980
Heathcote,NSW,2233,2979
Elermore Vale,NSW,2287,2979
Laverton,VIC,3028,2979
Waterford,QLD,4133,2977
Roleystone,WA,6111,2976
Rushcutters Bay,NSW,2011,2973
Lockleys,SA,5032,2966
East Lismore,NSW,2480,2965
Blair Athol,SA,5084,2965
Newcomb,VIC,3219,2964
Hurlstone Park,NSW,2193,2960
Lake Albert,NSW,2650,2960
Golden Bay,WA,6174,2960
Scoresby,VIC,3179,2958
East Bunbury,WA,6230,2958
O'connor,ACT,2602,2957
Tea Gardens,NSW,2324,2956
Culburra Beach,NSW,2540,2948
Bellmere,QLD,4510,2947
George Town,TAS,7253,2947
Montrose,VIC,3765,2944
South Hurstville,NSW,2221,2942
Narwee,NSW,2209,2941
Barwon Heads,VIC,3227,2940
Barrack Heights,NSW,2528,2939
Glengowrie,SA,5044,2938
Viewbank,VIC,3084,2937
Currambine,WA,6028,2933
Anna Bay,NSW,2316,2932
Birtinya,QLD,4575,2931
Gledswood Hills,NSW,2557,2925
Macgregor,QLD,4109,2924
Holt,ACT,2615,2922
Lake Munmorah,NSW,2259,2921
Waverley,NSW,2024,2915
Carrum,VIC,3197,2913
Parmelia,WA,6167,2909
West Gosford,NSW,2250,2901
Beaumont Hills,NSW,2155,2897
Burswood,WA,6100,2895
Narooma,NSW,2546,2887
Boulder,WA,6432,2887
South Coogee,NSW,2034,2884
Mount Cotton,QLD,4165,2882
Helensburgh,NSW,2508,2881
Macgregor,ACT,2615,2880
Shoalhaven Heads,NSW,2535,2878
Parkwood,WA,6147,2877
Dallas,VIC,3047,2876
Kawungan,QLD,4655,2871
Broadwater,WA,6280,2870
Bannockburn,VIC,3331,2869
Albion,VIC,3020,2866
Harrington,NSW,2427,2861
Romsey,VIC,3434,2861
Illawong,NSW,2234,2854
Thirlmere,NSW,2572,2854
Kenwick,WA,6107,2854
Wembley Downs,WA,6019,2851
Frankston North,VIC,3200,2848
Coodanup,WA,6210,2847
Little Bay,NSW,2036,2846
Waratah,NSW,2298,2846
Cooks Hill,NSW,2300,2845
Monterey,NSW,2217,2844
Bushland Beach,QLD,4818,2843
Mccrae,VIC,3938,2840
Oakey,QLD,4401,2840
Dayton,WA,6055,2840
City Beach,WA,6015,2838
Wannanup,WA,6210,2838
Rokeby,TAS,7019,2838
Earlville,QLD,4870,2832
Mont Albert,VIC,3127,2830
Kanahooka,NSW,2530,2829
Melonba,NSW,2765,2827
Mulwala,NSW,2647,2822
Treeby,WA,6164,2821
Parramatta Park,QLD,4870,2819
Keilor,VIC,3036,2818
Mount Coolum,QLD,4573,2817
Bligh Park,NSW,2756,2816
South Granville,NSW,2142,2815
St George,QLD,4487,2814
Maleny,QLD,4552,2813
Karalee,QLD,4306,2809
Mannum,SA,5238,2802
Eden,NSW,2551,2801
Riverton,WA,6148,2800
North Gosford,NSW,2250,2797
Eatons Hill,QLD,4037,2796
Shenton Park,WA,6008,2793
Churchill,VIC,3842,2791
Coonabarabran,NSW,2357,2789
Watsonia,VIC,3087,2785
West Beach,SA,5024,2781
Kings Meadows,TAS,7249,2772
Redcliffe,WA,6104,2771
Clovelly,NSW,2031,2770
Mile End,SA,5031,2770
Denman Prospect,ACT,2611,2769
Londonderry,NSW,2753,2767
Casey,ACT,2913,2767
Ridgehaven,SA,5097,2763
Flinders View,QLD,4305,2758
Belmont North,NSW,2280,2753
Mont Albert North,VIC,3129,2752
Avoca,QLD,4670,2752
Invermay,TAS,7248,2748
Dakabin,QLD,4503,2745
Moonta Bay,SA,5558,2742
Carine,WA,6020,2742
Batemans Bay,NSW,2536,2738
Wooloowin,QLD,4030,2738
Derby,WA,6728,2738
Gordon Park,QLD,4031,2736
Junee,NSW,2663,2733
Hocking,WA,6065,2732
Beacon Hill,NSW,2100,2730
Dunlop,ACT,2615,2730
Concord West,NSW,2138,2725
South Plympton,SA,5038,2722
Darling Heights,QLD,4350,2720
Stuart Park,NT,0820,2719
Ningi,QLD,4511,2716
Sefton,NSW,2162,2715
Larrakeyah,NT,0820,2713
Wurtulla,QLD,4575,2713
West Kempsey,NSW,2440,2712
Burnside,VIC,3023,2711
Burton,SA,5110,2711
Longford,TAS,7301,2708
Millers Point,NSW,2000,2707
Glass House Mountains,QLD,4518,2704
Ipswich,QLD,4305,2702
Flinders Park,SA,5025,2701
East Devonport,TAS,7310,2700
Venus Bay,VIC,3956,2698
Tannum Sands,QLD,4680,2696
Aspendale Gardens,VIC,3195,2695
Sunshine Beach,QLD,4567,2694
Balgownie,NSW,2519,2693
North Strathfield,NSW,2137,2691
Baringa,QLD,4551,2688
Evans Head,NSW,2473,2687
Graceville,QLD,4075,2687
Eltham North,VIC,3095,2686
Kinross,WA,6028,2686
Coombs,ACT,2611,2685
Beachmere,QLD,4510,2684
Warana,QLD,4575,2681
Rosehill,NSW,2142,2680
Hendra,QLD,4011,2677
Mullumbimby,NSW,2482,2674
Aberglasslyn,NSW,2320,2670
Modbury North,SA,5092,2670
Manly,QLD,4179,2669
Broadview,SA,5083,2665
Gerringong,NSW,2534,2660
Seaford Rise,SA,5169,2660
Edgecliff,NSW,2027,2658
Charleville,QLD,4470,2657
Rural View,QLD,4740,2654
Lane Cove West,NSW,2066,2653
Carramar,WA,6031,2651
Mclaren Vale,SA,5171,2650
Shoal Bay,NSW,2315,2644
Torrensville,SA,5031,2644
Coogee,WA,6166,2642
Sheidow Park,SA,5158,2639
Glenfield Park,NSW,2650,2638
Upper Caboolture,QLD,4510,2636
Hectorville,SA,5073,2636
Picnic Point,NSW,2213,2635
Nicholls,ACT,2913,2635
Buddina,QLD,4575,2635
Winmalee,NSW,2777,2633
Blue Haven,NSW,2262,2632
Ainslie,ACT,2602,2632
Middle Park,VIC,3206,2628
Scarness,QLD,4655,2627
Brighton,TAS,7030,2627
Oberon,NSW,2787,2626
Cremorne,VIC,3121,2626
Sawtell,NSW,2452,2625
Sandstone Point,QLD,4511,2625
Darch,WA,6065,2625
Glenhaven,NSW,2156,2624
Euroa,VIC,3666,2624
South Lake,WA,6164,2622
North Bendigo,VIC,3550,2621
Camden,NSW,2570,2619
Cloncurry,QLD,4824,2617
West Wollongong,NSW,2500,2616
Welshpool,WA,6106,2616
Yamanto,QLD,4305,2615
Nairne,SA,5252,2614
North Geelong,VIC,3215,2613
Mount Pleasant,QLD,4740,2612
Worongary,QLD,4213,2610
Eastgardens,NSW,2036,2609
Gymea Bay,NSW,2227,2609
Holmview,QLD,4207,2609
Geographe,WA,6280,2609
Ropes Crossing,NSW,2760,2602
Broadford,VIC,3658,2602
Rocklea,QLD,4106,2600
Ambarvale,NSW,2560,2599
Epsom,VIC,3551,2596
Stockton,NSW,2295,2595
Brown Hill,VIC,3350,2594
Ferny Grove,QLD,4055,2594
Cooktown,QLD,4895,2594
Eleebana,NSW,2282,2591
Youngtown,TAS,7249,2589
Woongarrah,NSW,2259,2588
North Narrabeen,NSW,2101,2585
Kerang,VIC,3579,2583
